"hash_id","amount","epoch_no"
"3135","234645805850",529
"11234","13305482428",529
"4510","17592048510",529
"77","54484965219",529
"4536","2315669115763",529
"30922","96044637693",529
"1132","166301456251",529
"3344","434143050",529
"75","64517076135",529
"3632","28432707993",529
"25753","4266879185",529
"5166","15398882149857",529
"763","17494499602906",529
"18600","1450762431409",529
"11437","4943846860",529
"143","89953170452",529
"495","1979876734",529
"703","13176001907930",529
"1877","218964992108",529
"25","1027591829813",529
"3488","221592402965",529
"80","683738327888",529
"16992","25021610064",529
"971","79600178052",529
"5481","73713684538",529
"415","938729725",529
"48","29465399082499",529
"7670","73796067315",529
"3714","4747307120742",529
"26882","60463978110",529
"379","207599760966",529
"20525","1198039408089",529
"24092","140501246",529
"14511","829452022636",529
"2181","6042729579",529
"731","723428106423",529
"30457","6508743282",529
"9","493972323193",529
"633","194405507168",529
"1436","379621739",529
"1802","269430924562",529
"22781","822367134026",529
"44","4645292730",529
"8619","914286135020",529
"22396","401617334896",529
"3028","5514209975898",529
"12061","4204572043110",529
"338","187861477306",529
"963","30904150557800",529
"1359","54089847314",529
"82","2418996577",529
"5683","201193878273",529
"28618","7460111626",529
"22112","3951042374",529
"13288","669154226",529
"165","159111839727",529
"6432","6923530419",529
"3799","7221466286238",529
"2305","2609551517",529
"1281","21935020695",529
"1017","21561049435",529
"27145","492166263328",529
"6444","2147408110",529
"6549","15208524575",529
"20779","14218225995",529
"2030","56923290378329",529
"6412","44102499470",529
"7594","405577944",529
"23662","17786229988",529
"4090","88862599673",529
"487","178183192240",529
"14202","142603303844",529
"5593","12402592657",529
"4991","18841004937",529
"26755","14401412501",529
"12474","12525428367",529
"790","3799480872679",529
"6403","97803435",529
"18590","387395450378",529
"3339","138224861",529
"8000","464889756908",529
"3451","9557071389",529
"10511","1108839949613",529
"5005","550185270472",529
"346","25281071520",529
"15696","510724270943",529
"24300","25147477624",529
"18717","1938385840619",529
"50","6491031311537",529
"54","8112570363",529
"563","56231782822",529
"23673","52952980422",529
"157","540267258",529
"20265","15901910902",529
"2096","2941543541062",529
"16773","153160088321",529
"2059","99290905293",529
"221","134427505801",529
"23962","686993365400",529
"6535","50103488602",529
"6985","387017641021",529
"12389","19490315690",529
"21680","71120156235",529
"882","224411140280",529
"23649","22404207000",529
"32","265289355321",529
"10527","101402995717",529
"10500","1904495387",529
"9825","62113864707",529
"1344","123781733036",529
"12529","13518547564",529
"2852","4084738416",529
"23886","3508768949606",529
"2714","165474099595",529
"103","500195159919",529
"28344","18572110002",529
"1406","4482081845261",529
"120","191534627144",529
"3554","9249357727618",529
"6902","1556965067",529
"8939","275706514907",529
"15921","41122378167",529
"2022","762492855211",529
"1570","74866832375431",529
"21921","374076987622",529
"29146","101505814051",529
"6","14503623901470",529
"18754","184727823",529
"17426","617938707",529
"7623","1450700578394",529
"273","19894613",529
"15903","531840815",529
"12118","3655412701",529
"1915","1146575833376",529
"42","35996232376909",529
"457","90475799881",529
"5356","173884114072",529
"16114","9516787312",529
"6857","371168111192",529
"30869","122246348208",529
"4020","10340595465154",529
"1218","51044068825",529
"10648","857162807",529
"6487","118427623280",529
"1931","5616093097912",529
"18248","181930916711",529
"845","5000454551226",529
"3505","103430825879",529
"20086","34962545",529
"6152","514547328",529
"483","443212415",529
"3101","164764812269",529
"701","90849287",529
"17456","19549075476",529
"11966","79686165420",529
"3188","6028884637",529
"948","225004319967",529
"10366","358427211309",529
"368","39851429630",529
"1138","237032093955",529
"2794","2098199468640",529
"169","276352445686",529
"3416","303033834678",529
"1764","162593181778",529
"28057","9061331",529
"547","1003029142",529
"5097","20674989464",529
"2292","145135547160",529
"22066","33571997809",529
"3165","5318325554",529
"2745","3287652035",529
"1403","1104409966694",529
"11300","71959294",529
"30875","670470595",529
"22733","10991466",529
"163","2663301429",529
"3","1242944266443",529
"18119","8852328749",529
"271","2695691317813",529
"4790","17151114313",529
"315","9083406717365",529
"92","838365647",529
"896","146272750973",529
"52","186535669772",529
"2735","160586591126",529
"12198","19904009688",529
"99","2001819746560",529
"7489","29018363923",529
"1240","37654358631",529
"1136","189852777361",529
"29313","25582529175",529
"14598","449135504221",529
"8091","14987234134",529
"3277","92776474830",529
"12424","25139612543",529
"3869","803903913",529
"9031","178248516769",529
"3576","3125113439754",529
"18649","291898672528",529
"14787","14466075316",529
"1640","18350111554052",529
"13495","26718958309",529
"16750","60764482170",529
"5260","15941040439",529
"15397","508693652",529
"2580","269214030365",529
"3497","90052815815",529
"275","3159822329",529
"1251","50033262518",529
"8754","5518808931",529
"1112","29962942161",529
"385","3394956701153",529
"835","10842749025090",529
"786","2154029729",529
"181","17876339164",529
"146","5682203607129",529
"518","360404761964",529
"21860","1930382790",529
"1772","2141310247211",529
"15647","16954828996926",529
"25481","74226845800",529
"22534","3477213383",529
"2244","61296072119",529
"531","11560239674",529
"2164","104268489306",529
"1027","3628245069",529
"13351","1599528156489",529
"15487","39453626777886",529
"646","258818071",529
"8713","43196444191",529
"22676","1236754294",529
"15848","78517250944",529
"22352","137785550065",529
"979","41512965271324",529
"1291","49284486013",529
"1998","636128387795",529
"1415","359614415",529
"20959","1560361963805",529
"224","7191776504",529
"8709","135351961",529
"1884","135692471969",529
"9814","87984550573",529
"247","577247295447",529
"8893","10285420153",529
"12160","335542611765",529
"640","26451185614449",529
"371","2994647308150",529
"1438","1234740764711",529
"1865","1720646239",529
"3126","377269667911",529
"7965","1069057498408",529
"5341","4380398177",529
"11248","16184690321",529
"22831","6364892308",529
"21684","28334067827",529
"15995","6353864239",529
"2909","7757720309111",529
"3293","193001772967",529
"3372","215815016464",529
"2188","35702233549",529
"15652","2125026122746",529
"59","410369176474",529
"612","128239638799227",529
"26841","3189727824",529
"154","344184937979",529
"88","9846219727",529
"18884","49978637",529
"1508","94791779787",529
"960","183007869960",529
"3206","583281902088",529
"14704","27852846100943",529
"594","23267274227",529
"3241","2478934544870",529
"28717","30580700478",529
"5528","710370634974",529
"3813","23052105345",529
"68","11286493493262",529
"30753","25124335605",529
"3025","18301655728",529
"30538","472152693826",529
"18636","5989723612",529
"7757","113509668485",529
"6227","164166174866",529
"22592","84011519",529
"2777","502694319831",529
"27296","622272038",529
"957","6994830433396",529
"1040","39080346861",529
"22773","488134701158",529
"17023","830233411",529
"2814","3125769385523",529
"1948","304127158594157",529
"778","891380585790",529
"23","2537899818244",529
"6278","5060211451",529
"27045","24321230305",529
"7837","59266386453",529
"14458","41429066236",529
"3214","749487849266",529
"15990","18455539936",529
"15340","84424288085595",529
"1236","205685550146",529
"14552","3516721359",529
"3511","570402212304",529
"11434","830660464992",529
"1886","49724947793",529
"28103","49544617716",529
"7599","89009047717",529
"20437","210270565703",529
"9621","340502380",529
"22570","5544089965988",529
"14834","108171374710",529
"278","34753877566937",529
"28","586917905880",529
"3590","53639749713",529
"21756","684602123",529
"3801","281195553645",529
"5414","699007729754",529
"5286","5008587234",529
"16727","144503589382",529
"1913","675625307098",529
"923","252670973459",529
"298","93658919176",529
"36","53401646",529
"24148","238882351",529
"5608","103402813",529
"351","12719136272415",529
"38","9259068365412",529
"9493","11343983244919",529
"3786","2643993789184",529
"109","8685347",529
"4163","1793904436",529
"1776","1129570386478",529
"4073","3515232",529
"1414","4774029366611",529
"3540","206845802675",529
"34","23301187112285",529
"21917","15008068442",529
"10435","13751034179",529
"15441","7125333559840",529
"18909","25338921786856",529
"28641","103808694319",529
"1003","8874994168838",529
"3145","13645383",529
"269","1435062925",529
"1826","435637553240",529
"712","1238814320445",529
"8788","163802201",529
"11","106831067956477",529
"130","17202379755",529
"13112","54685226760",529
"12075","91650821448",529
"25298","7165977885",529
"4010","985742912959",529
"23770","17775003060295",529
"17112","157418241946",529
"15644","177570714518",529
"2211","545756668888",529
"25836","706655428079",529
"977","1109547714675",529
"438","4960111718089",529
"2640","728839068795",529
"609","282162194681",529
"7746","268555358095",529
"155","52432360191053",529
"2050","266575388",529
"3864","198511380774",529
"24322","2876986806263",529
"7627","44861444605",529
"3640","1027002918",529
"1069","310832509429",529
"3623","838337120",529
"21852","17779269701",529
"197","49987224217393",529
"3282","2913734867333",529
"5521","256516728170",529
"11490","15944133536",529
"902","2628694",529
"24914","25779986494",529
"1505","338116734279",529
"15715","211156358",529
"14324","10600983234",529
"214","11049483279",529
"2084","3271209848058",529
"3990","20818722017",529
"13381","3200898403",529
"30226","6057831373",529
"12556","4219049820",529
"4861","208479167",529
"2057","8380242835025",529
"8555","770998153795",529
"1478","20655560702",529
"9562","1384985637",529
"16684","10993453806",529
"1725","3084606117225",529
"16174","281700578658",529
"19150","4749201042",529
"25409","27515097208054",529
"1080","677787660027",529
"16076","108199809764",529
"3656","347325852196",529
"1584","3784790972252",529
"3883","48454713563",529
"12221","1002304978064",529
"571","425545073060",529
"4071","1022352196410",529
"17248","379372338446",529
"434","3110315229171",529
"17419","85033563933",529
"5490","71989605274",529
"2733","1657289265",529
"4522","26060001845",529
"930","31547111476",529
"1778","330963299274",529
"1362","33830253523",529
"1909","543592240",529
"11465","99977141184",529
"26988","6527647355164",529
"2971","990702641893",529
"1623","350277593527",529
"25936","11507537732",529
"30823","936015872215",529
"576","2173494254407",529
"12327","8629012687976",529
"1314","10028850658",529
"751","56722338251652",529
"28455","822284037821",529
"160","12508940513168",529
"13641","12257545140",529
"29056","501147008431",529
"3337","28217378085",529
"1494","203796477498",529
"19772","89573861300",529
"3890","5168853259",529
"874","1105132015295",529
"336","19346052241",529
"16099","538678112",529
"2825","362477083114",529
"11461","2288927790",529
"6238","41819636829",529
"6502","2697885199",529
"5127","5790770761843",529
"8624","2168161553055",529
"6641","39911654238",529
"309","25743106898",529
"304","113581142550",529
"17443","4288621209",529
"12219","871559493",529
"342","5840421687",529
"151","536983144902",529
"174","17161361407",529
"3084","64015457182",529
"8","40653530836586",529
"26742","3524474732",529
"1985","13423875965944",529
"1064","342760413256",529
"139","43576832074634",529
"4159","2266543474",529
"149","735448476",529
"10697","6276636572204",529
"62","438590905038",529
"18280","5325015244",529
"1682","3781429496",529
"20350","3318429173210",529
"741","8428625960",529
"13","2241474423826",529
"7736","2690217916",529
"1563","401740002136",529
"4069","637852631597",529
"16131","50906007878",529
"6881","573132422184",529
"19828","29349737552",529
"1575","15706272906474",529
"1744","41646368789",529
"4943","7248721857",529
"485","14341095471",529
"209","243649241356",529
"1116","497529636",529
"11495","72757082645",529
"22445","8259839733",529
"30306","7643522",529
"128","384913541296",529
"6643","2775359039632",529
"5613","109109617413",529
"105","290849333058",529
"1323","62037115",529
"12426","11070524102910",529
"1543","3340722571",529
"172","639756049804",529
"2146","3056067913128",529
"3428","858877658045",529
"28851","4316148846394",529
"17228","2270816300",529
"2876","1913161295269",529
"1871","9497238334",529
"317","6252483311",529
"498","1263009431345",529
"1950","18751014554",529
"26668","16098013051",529
"12380","4967229817",529
"28512","1940396415008",529
"2710","29420297993775",529
"5459","9441525182",529
"7638","14513900759",529
"20562","596651548102",529
"10525","339788181728",529
"20969","63830863",529
"8125","40991031",529
"1418","69136758",529
"625","533125683759",529
"1841","3485090628648",529
"541","35374878242712",529
"19156","10445522093",529
"22288","636342616752",529
"1815","281088953090",529
"29164","1027075636",529
"3108","321052020739",529
"904","14667589968",529
"1180","68858623990",529
"6771","4505482368337",529
"3325","488946493483",529
"14587","26322262585433",529
"17507","1056477175",529
"388","412787988779",529
"13054","216471346785",529
"6484","111734954361",529
"21567","2406546047679",529
"1937","114502613339252",529
"21915","2336463940",529
"2294","144983279962",529
"9537","826014827801",529
"13682","581575652375",529
"20808","445841700421",529
"6599","3123073055555",529
"8093","6587794",529
"23816","174694284034",529
"3049","145887616512",529
"14","1247466489914121",529
"27","105609470329737",529
"377","39056915634776",530
"8122","167810421895",530
"19807","9880972418",530
"20375","1543915861287",530
"5362","963659623338",530
"2894","698798716425",530
"14677","9321291867",530
"25713","319301571053",530
"13663","1382099",530
"6533","11069431919948",530
"7014","404798239935",530
"1895","15968102168",530
"32423","26860800532",530
"7742","8231063994",530
"889","1132954861891",530
"23675","44675044751",530
"4155","5894600796",530
"13292","50861735718",530
"22408","22432461067",530
"5474","1491790561",530
"798","31059164",530
"28093","41587983",530
"17254","5972724810",530
"17357","259055825169",530
"21576","446866627597",530
"15720","37847014701558",530
"10392","196209787602",530
"4895","6428139686766",530
"1227","1946905",530
"179","769027365528",530
"12108","124101640310",530
"12148","103447674",530
"2","43302211443",530
"23858","513449989784",530
"21966","1252174751",530
"30775","137644899868",530
"30777","146937848242",530
"9517","51866656194725",530
"5700","316558065916",530
"655","50601952735",530
"2207","20910800185",530
"1879","1167883862",530
"15794","135717990696",530
"3943","21100413730",530
"788","2118550",530
"1846","1080128520364",530
"22635","327592540",530
"974","13380325947987",530
"126","5585973303",530
"306","18799550367",530
"21980","631173563702",530
"6538","10853503598772",530
"4135","8152764309872",530
"13169","189429073217",530
"738","173625866467",530
"2731","2946117757",530
"1481","7190137559",530
"767","208135144184",530
"21826","761243568138",530
"30572","1523286190",530
"11189","21119282441",530
"18787","1689908870829",530
"32117","45161967115",530
"3135","234675581201",530
"11234","13309882116",530
"4510","17592125471",530
"77","53793878720",530
"4536","2316684656561",530
"30922","96083033856",530
"1132","166363238832",530
"3344","434144358",530
"75","64539023011",530
"3632","28448383018",530
"25753","4266305796",530
"5166","15404634476029",530
"763","19542031067532",530
"18600","1454078594949",530
"11437","4944000682",530
"143","84317950836",530
"495","1980651979",530
"703","13339563941723",530
"1877","217034912677",530
"25","1028622790498",530
"3488","235020965393",530
"80","671783071340",530
"16992","25034722652",530
"971","79881759737",530
"5481","74058489476",530
"415","939015791",530
"48","29664371437224",530
"7670","73820662761",530
"3714","4745004399077",530
"26882","60482780137",530
"32459","84840477357",530
"379","207669468030",530
"20525","1198372206241",530
"24092","140622797",530
"14511","996335984102",530
"2181","6044804453",530
"731","777043996027",530
"30457","6510988972",530
"9","498414379757",530
"633","194468199776",530
"1436","379621739",530
"1802","269531895676",530
"22781","822742362891",530
"44","5283252932",530
"8619","925265666662",530
"22396","401778978953",530
"3028","5516255969809",530
"12061","4205856191578",530
"338","188941868762",530
"963","31587647477462",530
"1359","56814928208",530
"82","2489207571",530
"5683","201270974045",530
"28618","2815975",530
"22112","3952096179",530
"13288","669434364",530
"165","159174554284",530
"6432","6924267200",530
"3799","7618545874766",530
"2305","2508462479",530
"32246","471509088309",530
"1017","20917772198",530
"27145","492375746767",530
"6444","2148183364",530
"6549","15210973306",530
"20779","14223039833",530
"2030","54810662590557",530
"6412","44117760494",530
"7594","405690064",530
"23662","17786279863",530
"4090","101087919711",530
"487","178248677766",530
"14202","135540273062",530
"5593","12610627551",530
"4991","19794517040",530
"26755","14406334882",530
"12474","12533459093",530
"790","3802262284538",530
"6403","97803435",530
"18590","392390828038",530
"3339","138280494",530
"8000","465040243933",530
"3451","9535315768",530
"10511","1100156073249",530
"5005","813995077609",530
"346","25328624585",530
"15696","510724274738",530
"24300","32082936473",530
"18717","1920488267201",530
"50","5706332483701",530
"54","8113818005",530
"563","54672971894",530
"23673","61664103450",530
"157","540506092",530
"20265","15905607509",530
"2096","2942522391350",530
"16773","153324732398",530
"2059","99330025028",530
"221","134796268572",530
"23962","688131240060",530
"6535","50117544473",530
"6985","387199892063",530
"12389","19497467344",530
"21680","71152549663",530
"882","227504941376",530
"23649","22412812111",530
"32","265347770785",530
"10527","101430680243",530
"10500","1905203585",530
"9825","62771133151",530
"1344","123851596219",530
"12529","13522381052",530
"2852","4086623271",530
"23886","3513020017841",530
"32500","70437970706",530
"103","500206423113",530
"28344","18578466836",530
"1406","4483396382826",530
"120","191600327355",530
"3554","9932764084672",530
"6902","556801854",530
"8939","275613858538",530
"15921","41136602148",530
"2022","762772861530",530
"1570","82543332475127",530
"21921","377980780171",530
"29146","101205645264",530
"6","14968448180043",530
"18754","184764375",530
"17426","618148586",530
"7623","1451955505739",530
"273","20024766",530
"15903","539193404",530
"12118","3656258305",530
"1915","1137735571477",530
"42","40870519489740",530
"457","90504572338",530
"5356","173954728593",530
"16114","9519647908",530
"6857","371168957192",530
"30869","122296712955",530
"4020","10338477741176",530
"1218","51062667128",530
"10648","857503700",530
"6487","118427433931",530
"1931","4588564510603",530
"18248","182054535679",530
"845","5028889856479",530
"3505","103467748412",530
"20086","34976319",530
"6152","514759116",530
"483","443212415",530
"3101","164833762904",530
"701","90872865",530
"32157","188931301712",530
"17456","19553628805",530
"11966","79717421504",530
"3188","6031539643",530
"948","225033846374",530
"10366","662765383310",530
"368","39866057511",530
"1138","237113879039",530
"2794","2098319617465",530
"169","276528922692",530
"3416","302933695766",530
"1764","162791450446",530
"28057","9355633",530
"547","1000978069",530
"5097","20680394629",530
"2292","145184465920",530
"22066","33581559065",530
"3165","5319861228",530
"2745","3288851627",530
"1403","1104833821145",530
"11300","74033879",530
"30875","670929210",530
"22733","10995260",530
"163","2664202666",530
"31883","73120648008",530
"3","631396694240",530
"18119","8854394240",530
"271","2696482809973",530
"4790","17156978896",530
"315","9121415286842",530
"92","339196356",530
"896","146326657841",530
"52","186607121900",530
"2735","160586591126",530
"12198","19926200173",530
"99","2001819746560",530
"7489","29023152642",530
"1240","37737499948",530
"1136","189933461633",530
"29313","25593685997",530
"14598","448872350343",530
"8091","14987267809",530
"3277","296511477493",530
"12424","25150117024",530
"3869","804205178",530
"9031","177806145182",530
"3576","3241864489845",530
"18649","292019633437",530
"14787","14471383784",530
"1640","18457306623812",530
"13495","26729242005",530
"16750","60781429196",530
"5260","15945620593",530
"15397","508829315",530
"2580","269273882351",530
"3497","91244077765",530
"32330","301294404552",530
"275","3158058512",530
"1251","50050261533",530
"8754","5518808931",530
"1112","22971264226",530
"385","3800738137121",530
"835","10845568351057",530
"786","2154921245",530
"146","5685031000834",530
"518","360404773710",530
"31935","17490469117",530
"21860","250859855",530
"1","140723021875",530
"1772","2136765511010",530
"15647","16952237663484",530
"25481","74246759119",530
"22534","3478130895",530
"2244","61308195567",530
"531","11566384502",530
"2164","104303659615",530
"13351","1600363087508",530
"32525","44439551806",530
"15487","39502500601636",530
"646","258926424",530
"8713","43201328377",530
"22676","1237179122",530
"15848","78544322878",530
"22352","138611786477",530
"979","41547339902561",530
"1998","639229638436",530
"1415","359764966",530
"20959","1560943996798",530
"224","7193764687",530
"8709","135420225",530
"1884","360461453076",530
"9814","87999236715",530
"247","592758294650",530
"8893","10285518278",530
"12160","335554170905",530
"640","29593923966912",530
"371","2991085607252",530
"1438","1234984095862",530
"1865","562105044",530
"3126","377473281986",530
"7965","1069843559875",530
"5341","4382163750",530
"11248","16189702715",530
"22831","6367214718",530
"21684","28346254562",530
"15995","6354916109",530
"2909","7760930200248",530
"3293","193071937018",530
"3372","216359293344",530
"2188","35722213678",530
"15652","2125975770853",530
"59","403353111426",530
"612","131654870243687",530
"26841","3190119729",530
"154","344283756260",530
"88","9906012207",530
"18884","156959733",530
"1508","94834009414",530
"960","183056680664",530
"3206","583428775952",530
"14704","27932594706669",530
"594","23272853648",530
"3241","2488825729192",530
"28717","31065766189",530
"5528","708149119985",530
"3813","23061642519",530
"68","11345327319838",530
"30753","25134406663",530
"3025","18309364289",530
"30538","530831953103",530
"18636","5992452124",530
"7757","126286463253",530
"32270","21748970419",530
"6227","164221063514",530
"22592","84035822",530
"2777","502878658652",530
"27296","436021733789",530
"957","7541841355890",530
"1040","39093356542",530
"22773","497261851690",530
"17023","830490777",530
"2814","3133582195651",530
"1948","327507075879486",530
"778","783679682946",530
"23","2539122690326",530
"6278","5060211627",530
"27045","33438157239",530
"7837","59269127660",530
"14458","41438949574",530
"3214","750353096552",530
"15990","18460367683",530
"15340","96250930410381",530
"1236","205702626633",530
"14552","3516821922",530
"3511","570935658952",530
"11434","830916061280",530
"1886","49743540892",530
"28103","49558283618",530
"7599","89470442560",530
"20437","210880730758",530
"9621","340633433",530
"22570","16792246758002",530
"14834","108168519014",530
"278","39445079967358",530
"28","589659662647",530
"3590","64337145726",530
"21756","684888917",530
"3801","281312980316",530
"5414","699223159328",530
"5286","5011595448",530
"16727","144557748916",530
"1913","675733899031",530
"923","252761839891",530
"298","66184382676",530
"36","53425527",530
"24148","238964002",530
"5608","94558135",530
"351","13287352604048",530
"38","12117798134672",530
"9493","11364394433573",530
"3786","2426643280619",530
"109","8687730",530
"4163","1793904494",530
"1776","1180626804284",530
"4073","3516673",530
"1414","4905166956982",530
"3540","206845802675",530
"34","24113854070385",530
"21917","15012841197",530
"10435","13756278431",530
"32452","21991390044",530
"15441","7190670116757",530
"18909","28614472897155",530
"28641","103852384049",530
"1003","8879778513792",530
"3145","13649152",530
"269","1435283280",530
"1826","418196302740",530
"712","1257741548907",530
"8788","163866729",530
"11","134892000217483",530
"130","17200544664",530
"13112","54700240839",530
"12075","90921853502",530
"25298","7169037441",530
"4010","986103128457",530
"23770","20112725733542",530
"17112","157467060638",530
"15644","177570714518",530
"2211","546823779685",530
"25836","706652567726",530
"977","1109886642971",530
"438","4960786515173",530
"2640","729432399337",530
"609","282252248627",530
"7746","251259329043",530
"155","56339341488397",530
"2050","272227206",530
"3864","198493011133",530
"24322","2877978388510",530
"7627","44877638278",530
"3640","1027289612",530
"1069","1452210831458",530
"3623","861237144",530
"21852","17784687710",530
"197","44901150946105",530
"3282","2963121859523",530
"5521","256636925478",530
"11490","15950108649",530
"902","2628694",530
"24914","25672182311",530
"1505","338116734279",530
"15715","131396865",530
"14324","10604103960",530
"214","11051964700",530
"2084","3294964796136",530
"3990","20826940823",530
"13381","3200609517",530
"30226","6060718554",530
"12556","6710587731",530
"4861","208502604",530
"2057","8385975080028",530
"8555","771276565327",530
"1478","20653971054",530
"9562","1385544222",530
"32094","131972211047",530
"32510","120454266589",530
"16684","10796707643",530
"1725","3363940569998",530
"16174","284166799442",530
"19150","4750648301",530
"25409","27527422858783",530
"1080","678185545237",530
"16076","106397939818",530
"3656","397358763077",530
"1584","4413912040576",530
"3883","48470239478",530
"12221","1002649136674",530
"571","425712483603",530
"4071","1018465913974",530
"17248","379466291046",530
"434","3113378163919",530
"17419","83042940929",530
"32581","53174248764",530
"5490","70221419082",530
"2733","1657856101",530
"4522","139544458561",530
"930","31547780106",530
"1778","330964207520",530
"1362","29446092023",530
"1909","468424998",530
"11465","103725802439",530
"26988","6529877241299",530
"32049","129233351686",530
"2971","990085408838",530
"1623","350382597738",530
"25936","11509168433",530
"30823","1020316556566",530
"576","2169793533966",530
"12327","8631737231439",530
"1314","10029984611",530
"751","61350655868895",530
"28455","822491284149",530
"160","15069520988420",530
"13641","12261794366",530
"29056","508120457363",530
"3337","25226325571",530
"1494","210440949431",530
"19772","94576908866",530
"3890","5169847872",530
"874","1106126638145",530
"336","19352278175",530
"16099","539075892",530
"2825","362604156436",530
"11461","2289886040",530
"6238","40084484285",530
"32529","860192496",530
"6502","2557012118",530
"5127","5818043237003",530
"8624","2173990256436",530
"6641","39831246612",530
"309","25750163209",530
"304","113767973388",530
"17443","4288621209",530
"12219","871879313",530
"342","5842468941",530
"151","537588429462",530
"174","17164036105",530
"3084","64125375528",530
"8","40561870168701",530
"26742","3525858959",530
"1985","13404043396674",530
"1064","342882468710",530
"139","43600862483789",530
"4159","2267432998",530
"149","735713989",530
"10697","8496398144660",530
"62","380809579106",530
"31745","1195878880",530
"18280","5327366621",530
"1682","3783075464",530
"20350","3356162725484",530
"741","8431401515",530
"13","2242346865567",530
"7736","85565957",530
"1563","401746511158",530
"4069","637016716184",530
"16131","50906226643",530
"6881","573343056203",530
"19828","29360236038",530
"1575","15366608838656",530
"1744","41828437529",530
"4943","7251756505",530
"485","14345523346",530
"209","243784371939",530
"1116","498780918",530
"11495","72765309227",530
"31638","121817122299",530
"22445","8262123128",530
"30306","75537717893",530
"128","387704271017",530
"6643","2776433113703",530
"5613","109282248436",530
"31823","184297478397",530
"105","286232527212",530
"1323","311082398",530
"12426","11074288194490",530
"1543","6983372124",530
"172","639857496229",530
"2146","3072861419274",530
"3428","856924134170",530
"28851","8082222577909",530
"17228","2271592447",530
"2876","1913704728506",530
"1871","90382932336",530
"317","6255100888",530
"498","1274590324322",530
"1950","18758657666",530
"26668","16373994437",530
"12380","4969351550",530
"28512","1940920408576",530
"2710","30092964600377",530
"5459","9445392740",530
"7638","14518349457",530
"20562","597318277881",530
"10525","339927290159",530
"31993","113506406025",530
"20969","63830863",530
"8125","40530795",530
"1418","8815511",530
"625","533284887998",530
"1841","3487094067404",530
"32624","100895261",530
"541","50398754925091",530
"19156","5420923173",530
"22288","636535354432",530
"1815","333866006989",530
"29164","1027116958",530
"3108","321136285451",530
"904","14672949879",530
"1180","68883343655",530
"6771","5386078536234",530
"3325","442238755838",530
"14587","26333414273085",530
"17507","1056903149",530
"388","410996349621",530
"13054","216495727230",530
"6484","111774703132",530
"21567","2407400373131",530
"1937","118987300999176",530
"21915","2337032400",530
"2294","145032147400",530
"9537","825223078627",530
"13682","581574604413",530
"20808","450297198763",530
"6599","3286031030885",530
"8093","80528586",530
"23816","166961985747",530
"3049","149165919079",530
"14","1287839176984528",530
"27","97950898183282",530
"377","39621939125296",531
"8122","167864423473",531
"19807","9881454884",531
"20375","1544669724086",531
"5362","960968886141",531
"2894","699036710514",531
"14677","9321324826",531
"25713","335391360312",531
"13663","1382644",531
"6533","11073745957274",531
"7014","404915430976",531
"1895","16052253238",531
"32423","26868726527",531
"7742","8234483657",531
"889","1132965961958",531
"23675","44675094545",531
"4155","5897692499",531
"13292","48674379646",531
"22408","22442129440",531
"5474","1492491089",531
"798","31066100",531
"28093","33057008",531
"17254","5975081409",531
"17357","279136825417",531
"21576","432567808740",531
"15720","37871399708102",531
"10392","196227523508",531
"4895","6473833061045",531
"1227","1947011",531
"179","774834112705",531
"12108","124142961260",531
"12148","103498978",531
"2","43118229461",531
"23858","435544953412",531
"21966","1242483954",531
"30775","137688707045",531
"30777","334748459789",531
"9517","51900444078992",531
"5700","316652673956",531
"655","50614357262",531
"2207","20916853199",531
"1879","1168900414",531
"15794","135762859133",531
"3943","21107480936",531
"788","2118550",531
"1846","1080277047005",531
"22635","327664614",531
"974","13299147952599",531
"126","5587739175",531
"306","18742935343",531
"21980","631312201104",531
"6538","10845559542470",531
"4135","8071239078709",531
"13169","191311939714",531
"738","173631417899",531
"2731","2946929349",531
"1481","8145372649",531
"767","208219284957",531
"21826","761564929566",531
"30572","1524112388",531
"11189","21119282441",531
"18787","1690461988915",531
"32117","45335935294",531
"3135","240852643955",531
"11234","13314521625",531
"4510","17592208261",531
"77","54260451634",531
"4536","2317399424314",531
"30922","96117333729",531
"1132","177685733747",531
"3344","434145419",531
"75","64562509196",531
"3632","28451728055",531
"25753","4266100242",531
"5166","15410744923669",531
"763","21647115560198",531
"18600","1456224672359",531
"11437","4944471914",531
"143","84183377405",531
"495","1981213881",531
"703","17461408541026",531
"1877","217197874540",531
"25","1028520595121",531
"33575","31613945026",531
"33655","22528821",531
"3488","250223486463",531
"80","675648318433",531
"16992","25043806844",531
"971","79881759737",531
"5481","74058489476",531
"415","939222387",531
"33702","10219125106",531
"48","29585004086925",531
"7670","73843886813",531
"3714","4827773207506",531
"26882","60502935808",531
"32459","84856472754",531
"379","207748000237",531
"20525","1198854949086",531
"24092","140622797",531
"14511","996745987269",531
"2181","6047148034",531
"731","797303081120",531
"30457","6513128996",531
"9","502852834240",531
"633","194533161967",531
"1436","379621739",531
"1802","269619528993",531
"22781","822742774196",531
"44","5277093057",531
"8619","925621673936",531
"22396","401893616165",531
"3028","5518589585793",531
"12061","4208767329247",531
"338","188982010190",531
"963","32267465320444",531
"1359","56865460430",531
"82","2566711430",531
"5683","201351901437",531
"28618","5189731",531
"22112","3952836839",531
"13288","669668323",531
"165","159233158692",531
"6432","6927086458",531
"3799","8845215526109",531
"2305","2509614293",531
"32246","771022092419",531
"1017","26192221061",531
